name,year,team,position,specific_position,rating,is_fired,is_promoted,is_assistant_hc,is_interim_hc,is_interim_coordinator
Alex Van Pelt,2024,Patriots,Coordinator,Offensive Coordinator,7.5,,0,,,
DeMarcus Covington,2024,Patriots,Coordinator,Defensive Coordinator,7.5,,0,,,
Jeremy Springer,2024,Patriots,Coordinator,Special Teams Coordinator,7.5,,0,,,
T.C. McCartney,2024,Patriots,Position,Quarterbacks Coach,5,,0,,,
Tyler Hughes,2024,Patriots,Position,Wide Receivers Coach,5,,0,,,
Scott Peters,2024,Patriots,Position,Offensive Line Coach,5,,0,,,
Taylor Embree,2024,Patriots,Position,Running Backs Coach,5,,0,,,
Bob Bicknell,2024,Patriots,Position,Tight Ends Coach,5,,0,,,
Jerry Montgomery,2024,Patriots,Position,Defensive Line Coach,5,,0,,,
Dont'a Hightower,2024,Patriots,Position,Linebackers Coach,5,,0,,,
Drew Wilkins,2024,Patriots,Position,Outside Linebackers Coach,5,,0,,,
Brian Belichick,2024,Patriots,Position,Safeties Coach,5,,0,,,
Mike Pellegrino,2024,Patriots,Position,Cornerbacks Coach,5,,0,,,
Sean Payton,2020,Saints,Head Coach,Head Coach,10,,0,,,
Dan Campbell,2020,Saints,Position,Tight Ends Coach,5,,0,1,,
Pete Carmichael Jr.,2020,Saints,Coordinator,Offensive Coordinator,7.5,,0,,,
Dennis Allen,2020,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Darren Rizzi,2020,Saints,Coordinator,Special Teams Coordinator,7.5,,0,,,
Brendan Nugent,2020,Saints,Position,Offensive Run Game Coordinator,5,,0,,,
Joe Lombardi,2020,Saints,Position,Quarterbacks Coach,5,,0,,,
Ronald Curry,2020,Saints,Position,Wide Receivers Coach,5,,0,,,
Dan Roushar,2020,Saints,Position,Offensive Line Coach,5,,0,,,
Joel Thomas,2020,Saints,Position,Running Backs Coach,5,,0,,,
Ryan Nielsen,2020,Saints,Position,Defensive Line Coach,5,,0,,,
Michael Hodges,2020,Saints,Position,Linebackers Coach,5,,0,,,
Aaron Glenn,2020,Saints,Position,Secondary Coach,5,,0,,,
Sean Payton,2021,Saints,Head Coach,Head Coach,10,,0,,,
Ryan Nielsen,2021,Saints,Position,Defensive Line Coach,5,,0,1,,
Pete Carmichael Jr.,2021,Saints,Coordinator,Offensive Coordinator,7.5,,0,,,
Dennis Allen,2021,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Darren Rizzi,2021,Saints,Coordinator,Special Teams Coordinator,7.5,,0,,,
Dan Roushar,2021,Saints,Position,Offensive Run Game Coordinator,5,,0,,,
Ronald Curry,2021,Saints,Position,Quarterbacks Coach,5,,0,,,
Curtis Johnson,2021,Saints,Position,Wide Receivers Coach,5,,0,,,
Brendan Nugent,2021,Saints,Position,Offensive Line Coach,5,,0,,,
Joel Thomas,2021,Saints,Position,Running Backs Coach,5,,0,,,
Michael Hodges,2021,Saints,Position,Linebackers Coach,5,,0,,,
Kris Richard,2021,Saints,Position,Secondary Coach,5,,0,,,
Dennis Allen,2022,Saints,Head Coach,Head Coach,10,,0,,,
Pete Carmichael Jr.,2022,Saints,Coordinator,Offensive Coordinator,7.5,,0,,,
Kris Richard,2022,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Ryan Nielsen,2022,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Darren Rizzi,2022,Saints,Coordinator,Special Teams Coordinator,7.5,,0,,,
Dan Roushar,2022,Saints,Position,Offensive Run Game Coordinator,5,,0,,,
Ronald Curry,2022,Saints,Position,Offensive Pass Game Coordinator,5,,0,,,
Kodi Burns,2022,Saints,Position,Wide Receivers Coach,5,,0,,,
Doug Marrone,2022,Saints,Position,Offensive Line Coach,5,,0,,,
Joel Thomas,2022,Saints,Position,Running Backs Coach,5,,0,,,
Michael Hodges,2022,Saints,Position,Linebackers Coach,5,,0,,,
Dennis Allen,2023,Saints,Head Coach,Head Coach,10,,0,,,
Pete Carmichael Jr.,2023,Saints,Coordinator,Offensive Coordinator,7.5,,0,,,
Joe Woods,2023,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Darren Rizzi,2023,Saints,Coordinator,Special Teams Coordinator,7.5,,0,1,,
Ronald Curry,2023,Saints,Position,Offensive Pass Game Coordinator,5,,0,,,
Kodi Burns,2023,Saints,Position,Wide Receivers Coach,5,,0,,,
Doug Marrone,2023,Saints,Position,Offensive Line Coach,5,,0,,,
Joel Thomas,2023,Saints,Position,Running Backs Coach,5,,0,,,
Clancy Barone,2023,Saints,Position,Tight Ends Coach,5,,0,,,
Todd Grantham,2023,Saints,Position,Defensive Line Coach,5,,0,,,
Michael Hodges,2023,Saints,Position,Linebackers Coach,5,,0,,,
Marcus Robertson,2023,Saints,Position,Secondary Coach,5,,0,,,
Dennis Allen,2024,Saints,Head Coach,Head Coach,10,,0,,,
Klint Kubiak,2024,Saints,Coordinator,Offensive Coordinator,7.5,,0,,,
Joe Woods,2024,Saints,Coordinator,Defensive Coordinator,7.5,,0,,,
Darren Rizzi,2024,Saints,Coordinator,Special Teams Coordinator,7.5,,0,1,,
Andrew Janocko,2024,Saints,Position,Quarterbacks Coach,5,,0,,,
Keith Williams,2024,Saints,Position,Wide Receivers Coach,5,,0,,,
John Benton,2024,Saints,Position,Offensive Line Coach,5,,0,,,
Derrick Foster,2024,Saints,Position,Running Backs Coach,5,,0,,,
Clancy Barone,2024,Saints,Position,Tight Ends Coach,5,,0,,,
Todd Grantham,2024,Saints,Position,Defensive Line Coach,5,,0,,,
Michael Hodges,2024,Saints,Position,Linebackers Coach,5,,0,,,
Marcus Robertson,2024,Saints,Position,Secondary Coach,5,,0,,,
Joe Judge,2020,Giants,Head Coach,Head Coach,10,,0,,,
Jason Garrett,2020,Giants,Coordinator,Offensive Coordinator,7.5,,0,,,
Patrick Graham,2020,Giants,Coordinator,Defensive Coordinator,7.5,,0,1,,
Thomas McGaughey,2020,Giants,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jerry Schuplinski,2020,Giants,Position,Quarterbacks Coach,5,,0,,,
Tyke Tolbert,2020,Giants,Position,Wide Receivers Coach,5,,0,,,
Marc Colombo,2020,Giants,Position,Offensive Line Coach,5,,0,,,
Burton Burns,2020,Giants,Position,Running Backs Coach,5,,0,,,
Freddie Kitchens,2020,Giants,Position,Tight Ends Coach,5,,0,,,
Sean Spencer,2020,Giants,Position,Defensive Line Coach,5,,0,,,
Bret Bielema,2020,Giants,Position,Outside Linebackers Coach,5,,0,,,
Kevin Sherrer,2020,Giants,Position,Inside Linebackers Coach,5,,0,,,
Jerome Henderson,2020,Giants,Position,Defensive Backs Coach,5,,0,,,
Michael Treier,2020,Giants,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Bobby Blick,2020,Giants,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Joe Judge,2021,Giants,Head Coach,Head Coach,10,,0,,,
Jason Garrett,2021,Giants,Coordinator,Offensive Coordinator,7.5,,0,,,
Patrick Graham,2021,Giants,Coordinator,Defensive Coordinator,7.5,,0,1,,
Thomas McGaughey,2021,Giants,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jerry Schuplinski,2021,Giants,Position,Quarterbacks Coach,5,,0,,,
Tyke Tolbert,2021,Giants,Position,Wide Receivers Coach,5,,0,,,
Rob Sale,2021,Giants,Position,Offensive Line Coach,5,,0,,,
Burton Burns,2021,Giants,Position,Running Backs Coach,5,,0,,,
Derek Dooley,2021,Giants,Position,Tight Ends Coach,5,,0,,,
Sean Spencer,2021,Giants,Position,Defensive Line Coach,5,,0,,,
Kevin Sherrer,2021,Giants,Position,Linebackers Coach,5,,0,,,
Jerome Henderson,2021,Giants,Position,Defensive Backs Coach,5,,0,,,
Russ Callaway,2021,Giants,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Nick Williams,2021,Giants,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Ryan Anderson,2021,Giants,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Carter Blount,2021,Giants,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Brian Daboll,2022,Giants,Head Coach,Head Coach,10,,0,,,
Mike Kafka,2022,Giants,Coordinator,Offensive Coordinator,7.5,,0,,,
Don Martindale,2022,Giants,Coordinator,Defensive Coordinator,7.5,,0,,,
Thomas McGaughey,2022,Giants,Coordinator,Special Teams Coordinator,7.5,,0,,,
Shea Tierney,2022,Giants,Position,Quarterbacks Coach,5,,0,,,
Mike Groh,2022,Giants,Position,Wide Receivers Coach,5,,0,,,
Bobby Johnson,2022,Giants,Position,Offensive Line Coach,5,,0,,,
DeAndre Smith,2022,Giants,Position,Running Backs Coach,5,,0,,,
Andy Bischoff,2022,Giants,Position,Tight Ends Coach,5,,0,,,
Andre Patterson,2022,Giants,Position,Defensive Line Coach,5,,0,,,
Drew Wilkins,2022,Giants,Position,Outside Linebackers Coach,5,,0,,,
John Egorugwu,2022,Giants,Position,Inside Linebackers Coach,5,,0,,,
Jerome Henderson,2022,Giants,Position,Defensive Backs Coach,5,,0,,,
Angela Baker,2022,Giants,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Brian Daboll,2023,Giants,Head Coach,Head Coach,10,,0,,,
Mike Kafka,2023,Giants,Coordinator,Offensive Coordinator,7.5,,0,1,,
Don Martindale,2023,Giants,Coordinator,Defensive Coordinator,7.5,,0,,,
Thomas McGaughey,2023,Giants,Coordinator,Special Teams Coordinator,7.5,,0,,,
Shea Tierney,2023,Giants,Position,Quarterbacks Coach,5,,0,,,
Mike Groh,2023,Giants,Position,Wide Receivers Coach,5,,0,,,
Bobby Johnson,2023,Giants,Position,Offensive Line Coach,5,,0,,,
Jeff Nixon,2023,Giants,Position,Running Backs Coach,5,,0,,,
Andy Bischoff,2023,Giants,Position,Tight Ends Coach,5,,0,,,
Andre Patterson,2023,Giants,Position,Defensive Line Coach,5,,0,,,
Drew Wilkins,2023,Giants,Position,Outside Linebackers Coach,5,,0,,,
John Egorugwu,2023,Giants,Position,Inside Linebackers Coach,5,,0,,,
Michael Treier,2023,Giants,Position,Safeties Coach,5,,0,,,
Jerome Henderson,2023,Giants,Position,Defensive Backs Coach,5,,0,,,
Brian Daboll,2024,Giants,Head Coach,Head Coach,10,,0,,,
Mike Kafka,2024,Giants,Coordinator,Offensive Coordinator,7.5,,0,1,,
Shane Bowen,2024,Giants,Coordinator,Defensive Coordinator,7.5,,0,,,
Michael Ghobrial,2024,Giants,Coordinator,Special Teams Coordinator,7.5,,0,,,
Shea Tierney,2024,Giants,Position,Offensive Passing Game Coordinator,5,,0,,,
Jerome Henderson,2024,Giants,Position,Defensive Passing Game Coordinator,5,,0,,,
Mike Groh,2024,Giants,Position,Wide Receivers Coach,5,,0,,,
Carmen Bricillo,2024,Giants,Position,Offensive Line Coach,5,,0,,,
Joel Thomas,2024,Giants,Position,Running Backs Coach,5,,0,,,
Tim Kelly,2024,Giants,Position,Tight Ends Coach,5,,0,,,
Andre Patterson,2024,Giants,Position,Defensive Line Coach,5,,0,,,
Charlie Bullen,2024,Giants,Position,Outside Linebackers Coach,5,,0,,,
John Egorugwu,2024,Giants,Position,Inside Linebackers Coach,5,,0,,,
Michael Treier,2024,Giants,Position,Safeties Coach,5,,0,,,
Adam Gase,2020,Jets,Head Coach,Head Coach,10,,0,,,
Frank Bush,2020,Jets,Position,Inside Linebackers Coach,5,,1,1,,1
Shawn Jefferson,2020,Jets,Position,Wide Receivers Coach,5,,0,1,,
Dowell Loggains,2020,Jets,Coordinator,Offensive Coordinator,7.5,,0,,,
Gregg Williams,2020,Jets,Coordinator,Defensive Coordinator,7.5,1,0,,,
Dennard Wilson,2020,Jets,Position,Defensive Pass Game Coordinator,5,,0,,,
Brant Boyer,2020,Jets,Coordinator,Special Teams Coordinator,7.5,,0,,,
Hines Ward,2020,Jets,Position,Wide Receivers Coach,5,,0,,,
Frank Pollack,2020,Jets,Position,Offensive Line Coach,5,,0,,,
Jim Bob Cooter,2020,Jets,Position,Running Backs Coach,5,,0,,,
John Dunn,2020,Jets,Position,Tight Ends Coach,5,,0,,,
Andre Carter,2020,Jets,Position,Defensive Line Coach,5,,0,,,
Joe Vitt,2020,Jets,Position,Outside Linebackers Coach,5,,0,,,
Robert Saleh,2021,Jets,Head Coach,Head Coach,10,,0,,,
Mike LaFleur,2021,Jets,Coordinator,Offensive Coordinator,7.5,,0,,,
Jeff Ulbrich,2021,Jets,Coordinator,Defensive Coordinator,7.5,,0,,,
Brant Boyer,2021,Jets,Coordinator,Special Teams Coordinator,7.5,,0,,,
John Benton,2021,Jets,Position,Offensive Run Game Coordinator,5,,0,,,
Robert Calabrese,2021,Jets,Position,Quarterbacks Coach,5,,0,,,
Miles Austin,2021,Jets,Position,Wide Receivers Coach,5,,0,,,
Taylor Embree,2021,Jets,Position,Running Backs Coach,5,,0,,,
Ron Middleton,2021,Jets,Position,Tight Ends Coach,5,,0,,,
Aaron Whitecotton,2021,Jets,Position,Defensive Line Coach,5,,0,,,
Mike Rutenberg,2021,Jets,Position,Linebackers Coach,5,,0,,,
Marquand Manuel,2021,Jets,Position,Safeties Coach,5,,0,,,
Tony Oden,2021,Jets,Position,Cornerbacks Coach,5,,0,,,
Robert Saleh,2022,Jets,Head Coach,Head Coach,10,,0,,,
Mike LaFleur,2022,Jets,Coordinator,Offensive Coordinator,7.5,,0,,,
Jeff Ulbrich,2022,Jets,Coordinator,Defensive Coordinator,7.5,,0,,,
Brant Boyer,2022,Jets,Coordinator,Special Teams Coordinator,7.5,,0,,,
John Benton,2022,Jets,Position,Offensive Run Game Coordinator,5,,0,,,
Robert Calabrese,2022,Jets,Position,Quarterbacks Coach,5,,0,,,
Miles Austin,2022,Jets,Position,Wide Receivers,5,,0,,,
Taylor Embree,2022,Jets,Position,Running Backs Coach,5,,0,,,
Ron Middleton,2022,Jets,Position,Tight Ends Coach,5,,0,,,
Aaron Whitecotton,2022,Jets,Position,Defensive Line Coach,5,,0,,,
Mike Rutenberg,2022,Jets,Position,Linebackers Coach,5,,0,,,
Marquand Manuel,2022,Jets,Position,Safeties Coach,5,,0,,,
Tony Oden,2022,Jets,Position,Cornerbacks Coach,5,,0,,,
Robert Saleh,2023,Jets,Head Coach,Head Coach,10,,0,,,
Nathaniel Hackett,2023,Jets,Coordinator,Offensive Coordinator,7.5,,0,,,
Jeff Ulbrich,2023,Jets,Coordinator,Defensive Coordinator,7.5,,0,,,
Brant Boyer,2023,Jets,Coordinator,Special Teams Coordinator,7.5,,0,,,
Keith Carter,2023,Jets,Position,Offensive Run Game Coordinator,5,,0,,,
Todd Downing,2023,Jets,Position,Offensive Pass Game Coordinator,5,,0,,,
Robert Calabrese,2023,Jets,Position,Quarterbacks Coach,5,,0,,,
Zach Azzanni,2023,Jets,Position,Wide Receivers Coach,5,,0,,,
Taylor Embree,2023,Jets,Position,Running Backs Coach,5,,0,,,
Ron Middleton,2023,Jets,Position,Tight Ends Coach,5,,0,,,
Aaron Whitecotton,2023,Jets,Position,Defensive Line Coach,5,,0,,,
Mike Rutenberg,2023,Jets,Position,Linebackers Coach,5,,0,,,
Tony Oden,2023,Jets,Position,Cornerbacks Coach,5,,0,,,
Marquand Manuel,2023,Jets,Position,Defensive Backs Coach,5,,0,,,
Ricky Manning Jr.,2023,Jets,Position,Nickels Coach,5,,0,,,
Robert Saleh,2024,Jets,Head Coach,Head Coach,10,1,0,,,
Jeff Ulbrich,2024,Jets,Coordinator,Defensive Coordinator,7.5,,1,,1,
Nathaniel Hackett,2024,Jets,Coordinator,Offensive Coordinator,7.5,,0,,,
Keith Carter,2024,Jets,Position,Run Game Coordinator,5,,0,,,
Brant Boyer,2024,Jets,Coordinator,Special Teams Coordinator,7.5,,0,,,
Todd Downing,2024,Jets,Position,Offensive Pass Game Coordinator,5,,0,,,
Shawn Jefferson,2024,Jets,Position,Wide Receivers Coach,5,,0,,,
Tony Dews,2024,Jets,Position,Running Backs Coach,5,,0,,,
Ron Middleton,2024,Jets,Position,Tight Ends Coach,5,,0,,,
Aaron Whitecotton,2024,Jets,Position,Defensive Line Coach,5,,0,,,
Mike Rutenberg,2024,Jets,Position,Linebackers Coach,5,,0,,,
Marquand Manuel,2024,Jets,Position,Safeties Coach,5,,0,,,
Tony Oden,2024,Jets,Position,Cornerbacks Coach,5,,0,,,
Nathaniel Willingham,2024,Jets,Position,Defensive Backs Coach,5,,0,,,
Doug Pederson,2020,Eagles,Head Coach,Head Coach,10,,0,,,
Jim Schwartz,2020,Eagles,Coordinator,Defensive Coordinator,7.5,,0,,,
Dave Fipp,2020,Eagles,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jeff Stoutland,2020,Eagles,Position,Offensive Run Game Coordinator,5,,0,,,
Press Taylor,2020,Eagles,Position,Offensive Pass Game Coordinator,5,,0,,,
Matt Burke,2020,Eagles,Position,Defensive Run Game Coordinator,5,,0,,,
Aaron Moorehead,2020,Eagles,Position,Wide Receivers Coach,5,,0,,,
Duce Staley,2020,Eagles,Position,Running Backs Coach,5,,0,1,,
Justin Peelle,2020,Eagles,Position,Tight Ends Coach,5,,0,,,
Ken Flajole,2020,Eagles,Position,Linebackers Coach,5,,0,,,
Tim Hauck,2020,Eagles,Position,Safeties Coach,5,,0,,,
Marquand Manuel,2020,Eagles,Position,Defensive Backs Coach,5,,0,,,
Nick Sirianni,2021,Eagles,Head Coach,Head Coach,10,,0,,,
Jemal Singleton,2021,Eagles,Position,Running Backs Coach,5,,0,1,,
Shane Steichen,2021,Eagles,Coordinator,Offensive Coordinator,7.5,,0,,,
Jonathan Gannon,2021,Eagles,Coordinator,Defensive Coordinator,7.5,,0,,,
Michael Clay,2021,Eagles,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jeff Stoutland,2021,Eagles,Position,Offensive Run Game Coordinator,5,,0,,,
Kevin Patullo,2021,Eagles,Position,Offensive Pass Game Coordinator,5,,0,,,
Brian Johnson,2021,Eagles,Position,Quarterbacks Coach,5,,0,,,
Aaron Moorehead,2021,Eagles,Position,Wide Receivers Coach,5,,0,,,
Jason Michael,2021,Eagles,Position,Tight Ends Coach,5,,0,,,
T.J. Paganetti,2021,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Alex Tanney,2021,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Tracy Rocker,2021,Eagles,Position,Defensive Line Coach,5,,0,,,
Nick Rallis,2021,Eagles,Position,Linebackers Coach,5,,0,,,
Dennard Wilson,2021,Eagles,Position,Defensive Backs Coach,5,,0,,,
Joe Kasper,2021,Eagles,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Nick Sirianni,2022,Eagles,Head Coach,Head Coach,10,,0,,,
Jemal Singleton,2022,Eagles,Position,Running Backs Coach,5,,0,1,,
Shane Steichen,2022,Eagles,Coordinator,Offensive Coordinator,7.5,,0,,,
Jonathan Gannon,2022,Eagles,Coordinator,Defensive Coordinator,7.5,,0,,,
Dennard Wilson,2022,Eagles,Position,Defensive Pass Game Coordinator,5,,0,,,
Michael Clay,2022,Eagles,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jeff Stoutland,2022,Eagles,Position,Offensive Run Game Coordinator,5,,0,,,
Kevin Patullo,2022,Eagles,Position,Offensive Pass Game Coordinator,5,,0,,,
Brian Johnson,2022,Eagles,Position,Quarterbacks Coach,5,,0,,,
Aaron Moorehead,2022,Eagles,Position,Wide Receivers Coach,5,,0,,,
Jason Michael,2022,Eagles,Position,Tight Ends Coach,5,,0,,,
T.J. Paganetti,2022,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Eric Dickerson,2022,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Tracy Rocker,2022,Eagles,Position,Defensive Line Coach,5,,0,,,
Jeremiah Washburn,2022,Eagles,Position,Defensive Ends Coach,5,,0,,,
Nick Rallis,2022,Eagles,Position,Linebackers Coach,5,,0,,,
Joe Kasper,2022,Eagles,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Nick Sirianni,2023,Eagles,Head Coach,Head Coach,10,,0,,,
Jemal Singleton,2023,Eagles,Position,Running Backs Coach,5,,0,1,,
Kevin Patullo,2023,Eagles,Position,Offensive Pass Game Coordinator,5,,0,1,,
Brian Johnson,2023,Eagles,Coordinator,Offensive Coordinator,7.5,,0,,,
Sean Desai,2023,Eagles,Coordinator,Defensive Coordinator,7.5,,0,,,
Michael Clay,2023,Eagles,Coordinator,Special Teams Coordinator,7.5,,0,,,
Jeff Stoutland,2023,Eagles,Position,Offensive Run Game Coordinator,5,,0,,,
Alex Tanney,2023,Eagles,Position,Quarterbacks Coach,5,,0,,,
Aaron Moorehead,2023,Eagles,Position,Wide Receivers Coach,5,,0,,,
Jason Michael,2023,Eagles,Position,Tight Ends Coach,5,,0,,,
Eric Dickerson,2023,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Tracy Rocker,2023,Eagles,Position,Defensive Line Coach,5,,0,,,
Jeremiah Washburn,2023,Eagles,Position,Defensive Ends Coach,5,,0,,,
D.J. Eliot,2023,Eagles,Position,Linebackers Coach,5,,0,,,
D.K. McDonald,2023,Eagles,Position,Defensive Backs Coach,5,,0,,,
Ronell Williams,2023,Eagles,Position,Nickels Coach,5,,0,,,
Mike Diangelo,2023,Eagles,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Nick Sirianni,2024,Eagles,Head Coach,Head Coach,10,,0,,,
Jemal Singleton,2024,Eagles,Position,Running Backs Coach,5,,0,1,,
Kevin Patullo,2024,Eagles,Position,Offensive Pass Game Coordinator,5,,0,1,,
Kellen Moore,2024,Eagles,Coordinator,Offensive Coordinator,7.5,,0,,,
Vic Fangio,2024,Eagles,Coordinator,Defensive Coordinator,7.5,,0,,,
Michael Clay,2024,Eagles,Coordinator,Special Teams Coordinator,7.5,,0,,,
Christian Parker,2024,Eagles,Position,Defensive Passing Game Coordinator,5,,0,,,
Jeff Stoutland,2024,Eagles,Position,Offensive Run Game Coordinator,5,,0,,,
Doug Nussmeier,2024,Eagles,Position,Quarterbacks Coach,5,,0,,,
Aaron Moorehead,2024,Eagles,Position,Wide Receivers Coach,5,,0,,,
Jason Michael,2024,Eagles,Position,Tight Ends Coach,5,,0,,,
Eric Dickerson,2024,Eagles,Quality Control,Offensive Quality Control Coach,2.5,,0,,,
Clint Hurtt,2024,Eagles,Position,Defensive Line Coach,5,,0,,,
Jeremiah Washburn,2024,Eagles,Position,Defensive Ends Coach,5,,0,,,
Bobby King,2024,Eagles,Position,Inside Linebackers Coach,5,,0,,,
Joe Kasper,2024,Eagles,Position,Safeties Coach,5,,0,,,
Roy Anderson,2024,Eagles,Position,Cornerbacks Coach,5,,0,,,
Ronell Williams,2024,Eagles,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Tyler Scudder,2024,Eagles,Quality Control,Defensive Quality Control Coach,2.5,,0,,,
Mike Tomlin,2020,Steelers,Head Coach,Head Coach,10,,0,,,
John Mitchell,2020,Steelers,Coordinator,Assistant Head Coach,7.5,,0,1,,
Randy Fichtner,2020,Steelers,Coordinator,Offensive Coordinator,7.5,,0,,,
Keith Butler,2020,Steelers,Coordinator,Defensive Coordinator,7.5,,0,,,
Danny Smith,2020,Steelers,Coordinator,Special Teams Coordinator,7.5,,0,,,
Matt Canada,2020,Steelers,Position,Quarterbacks Coach,5,,0,,,
Ike Hilliard,2020,Steelers,Position,Wide Receivers Coach,5,,0,,,
Shaun Sarrett,2020,Steelers,Position,Offensive Line Coach,5,,0,,,
Eddie Faulkner,2020,Steelers,Position,Running Backs Coach,5,,0,,,
James Daniel,2020,Steelers,Position,Tight Ends Coach,5,,0,,,
Karl Dunbar,2020,Steelers,Position,Defensive Line Coach,5,,0,,,
Jerry Olsavsky,2020,Steelers,Position,Inside Linebackers Coach,5,,0,,,
Tom Bradley,2020,Steelers,Position,Defensive Backs Coach,5,,0,,,
Teryl Austin,2020,Steelers,Position,Secondary Coach,5,,0,,,
Mike Tomlin,2021,Steelers,Head Coach,Head Coach,10,,0,,,
